created_at	screen_name	text
Fri Nov 18 23:19:18 +0000 2016	DhumalRaoAditya	RT @theprintindia: Modi's #Demonetization Trump card left cartoonists rich with ideas #StraightLines cartoons come to the rescue again: htt…
Fri Nov 18 23:19:12 +0000 2016	n2r3ndr2	@amir721khan @AyanD2000 @PankClick @ArvindKejriwal @MamataOfficial but it's good for future so we have to support this #demonetization
Fri Nov 18 23:19:11 +0000 2016	bpsinngh	RT @myvotetoday: #सारे_चोर_मचाये_शोर #KejriPappuDidiTypes take on biggest challenge to derail #demonetization as #ModiFightsCorruption and…
Fri Nov 18 23:18:48 +0000 2016	InnovativeHindu	"RT @NY_IH: Grim faces here tells who hit the most &amp; how great was to introduce #demonetization 
@mediacrooks https://t.co/ODPGPhJUSj"
Fri Nov 18 23:18:19 +0000 2016	SamKhan999	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 23:18:16 +0000 2016	DhumalRaoAditya	RT @siddharthzadoo: Respected @FinMinIndia @arunjaitley @RBI  Please Help as the marriage is scheduled on 23rd Nov !! #Demonetization https…
Fri Nov 18 23:17:55 +0000 2016	Bhandaridevyash	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 23:17:42 +0000 2016	rahulelectra	RT @gauravcsawant: Pakistan most unhappy with #demonetization, then armed smugglers, third hawala operators,then terrorists &amp; separatists:…
Fri Nov 18 23:17:34 +0000 2016	MithilaBikash	RT @ball_of_fat: #IfIHadBillions I'll be screwed right now. #demonetization
Fri Nov 18 23:17:03 +0000 2016	omprakash4292	आप अपनी चिंता कर लो !!!@prasanto lakhs ऑफ़ peaple can take care of them self @Rohinisgh_ET @arunjaitley @narendramodi #demonetization
Fri Nov 18 23:16:58 +0000 2016	Ramyavaran	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 23:16:53 +0000 2016	bpsinngh	RT @myvotetoday: देखिये कैसे #भारतवर्ष की जनता पीएम #NarendraModi के #demonetization के साथ है. फिर क्यों कुछ चैनल जानबूझकर विरोध की फर्जी…
Fri Nov 18 23:16:53 +0000 2016	DhumalRaoAditya	"RT @Praveen_1singh: First the stone pelting stopped and now this!! 
What months of politics and talks couldn't do #demonetization did in da…"
Fri Nov 18 23:16:53 +0000 2016	RakeshG72324344	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 23:16:25 +0000 2016	CorruptPunjab	RT @thetribunechd: #Demonetization Youth dies in #Kolkata hospital as chemist declines old Rs 500 note https://t.co/StHA7IMtUn https://t.co…
Fri Nov 18 23:16:16 +0000 2016	KhutiaRiju	"प्राइम टाइम : एक तो बैंक कम, ऊपर से इंतज़ाम अधूरे:

https://t.co/uGCw6RYuzz
Don't Sit Back And Tweet.
#demonetization 
#सारे_चोर_मचाये_शोर"
Fri Nov 18 23:16:07 +0000 2016	fateh_tarek	@narendramodi 's #demonetization is a big blunder without preparations and poorly executed. People are suffering, almost 50 died.
Fri Nov 18 23:16:07 +0000 2016	shivoahm	"सुप्रीम कोट के भ्रष्ट जज जानते हैं कि उनकी ऊपर की आमदनी अब खतरे में है
#demonetization  #सारे_चोर_मचाये_शोर 
https://t.co/TZa9ZJY5HR"
Fri Nov 18 23:15:46 +0000 2016	chessvasu	"RT @ByRakeshSimha: This so-called journalist at antinational @ndtv is inciting riots. Will someone lock her up. @BDUTT #demonetization
http…"
Fri Nov 18 23:15:43 +0000 2016	piyushbhansali9	RT @sona2905: When I explained #Demonetization to myself and tried to put it down in my words which are not laced with any heavy technical…
Fri Nov 18 23:15:32 +0000 2016	DhumalRaoAditya	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 23:15:28 +0000 2016	g_j_mehta	"RT @ndtvindia: नोटबंदी : वित्तमंत्री अरुण जेटली ने कहा कि इससे बेहतर ढंग से नहीं हो सकता था अमल
https://t.co/pA0cYbNYZb
#demonetization #Ar…"
Fri Nov 18 23:15:28 +0000 2016	praveen61gkp	"RT @YesIamSaffron: Must Watch
.
Delhities Standing in Long Bank Que's Praising PM Modi's #Demonetization &amp; Cursing Thug @ArvindKejriwal
htt…"
Fri Nov 18 23:15:09 +0000 2016	mindfreaktuhin	"Baby I dont need 500 ka note to have fun tonight, 
I Love Chai Sutta

#Demonetization #BlackMoney #Sia #Modi"
Fri Nov 18 23:14:49 +0000 2016	KhutiaRiju	"प्राइम टाइम : एक तो बैंक कम, ऊपर से इंतज़ाम अधूरे:

https://t.co/uGCw6RYuzz
Sit Back And Tweet...Must Watch Video..
#demonetization"
Fri Nov 18 23:14:36 +0000 2016	anuraggarg11	RT @RoflGandhi_: When the bank manager says kal aana, cash nahi hai. #demonetization https://t.co/DRyGmtoX7x
Fri Nov 18 23:14:22 +0000 2016	DhumalRaoAditya	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 23:14:10 +0000 2016	Life_of_Pri	"#Demonetization: If it is a ""Moral Crusade"", why didn't PM Modi ensure that Janardhana Reddys are shown their place...?????

#ReddyWedding"
Fri Nov 18 23:13:35 +0000 2016	DhumalRaoAditya	RT @IndiaTodayFLASH: This is a required surgery which is being done in the country, for a better India: @MVenkaiahNaidu on #DeMonetization…
Fri Nov 18 23:13:31 +0000 2016	falakshabir02	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 23:12:30 +0000 2016	Sammar9	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 23:12:04 +0000 2016	shivoahm	"Corrupt judges in SC know that their #blackmoney income wud vanish coz of #demonetization  #सारे_चोर_मचाये_शोर 
https://t.co/TZa9ZJGuQj"
Fri Nov 18 23:11:57 +0000 2016	BhikhuBavariya	RT @IndiaTodayFLASH: This is a required surgery which is being done in the country, for a better India: @MVenkaiahNaidu on #DeMonetization…
Fri Nov 18 23:11:55 +0000 2016	CrAzYboyTHANUSH	"RT @AlwaysKNA: மக்கள் பிரச்சனைகளுக்காக குரல் கொடுப்பது இவருக்கு ஒன்றும் புதிதல்ல

#Ilayathalapathy #AnnaHazare #demonetization https://t.co…"
Fri Nov 18 23:11:46 +0000 2016	DewasiSatpal	RT @Inshal07: .@MP_IYC Prez Shri @KunalChoudhary_ addressing the #YouthCongressProtest over #Demonetization issue in Delhi. @OfficeOfRG @vi…
Fri Nov 18 23:11:30 +0000 2016	Asma_Sayyed	"RT @Pawansh07: A reality check on #Demonetization in front of Bank.

महिला : यहाँ लाइन में कोई काले धन वाला करोडपति या नेता नहीं है, सबके घ…"
Fri Nov 18 23:11:22 +0000 2016	Ramyavaran	"RT @BJP_RSS: Everyone should read 👇👇👇👇👇
Major benefits of #Demonetization that you don't see in media coverage. 
#ModiFightsCorruption #Bla…"
Fri Nov 18 23:10:28 +0000 2016	Praveen_051289	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 23:10:22 +0000 2016	NBritto13	On one side you claim surgical strike on Black Money and on the other you provide write offs to Mallya &amp; Co. #demonetization
Fri Nov 18 23:10:06 +0000 2016	Ankit_Saraf	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 23:09:20 +0000 2016	JhaTheLight	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 23:08:52 +0000 2016	rockyrjn	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 23:08:44 +0000 2016	Akkerz	"Ab Congressi politicians k bhi opinions sune hum?
Inka patta saaf hai boss, RIP😂🙈💩
#demonetization https://t.co/lPXkCwlXBC"
Fri Nov 18 23:08:40 +0000 2016	deshbhakthoon	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 23:08:31 +0000 2016	chessvasu	RT @kanimozhi: 1968 US #Demonetization $500 $1000 $5000 &amp; $10000 were abolished. But we brought Rs.500 &amp; 2000 soon 1000 too Why! @narendram…
Fri Nov 18 23:08:31 +0000 2016	chessvasu	RT @kanimozhi: 1968 US #Demonetization $500 $1000 $5000 &amp; $10000 were abolished. But we brought Rs.500 &amp; 2000 soon 1000 too Why! @narendram…
Fri Nov 18 23:07:09 +0000 2016	mehul028	#सारे_चोर_मचाये_शोर Breaking:AAM ADAMI knows Kejri lost millions due to #demonetization i give u kejri style proof https://t.co/Ms7G4JYe35
Fri Nov 18 23:06:39 +0000 2016	twitiyapaa	"RT @RenukaJain6: World applauding our Prime Minister. Keep shinning. The world needs your light.  

#IAmTheChange #demonetization https://t…"
Fri Nov 18 23:06:33 +0000 2016	anuraggarg11	"RT @ShirishKunder: 500 Crore wedding of Janardhan Reddy &amp; 11 Million views of #Kriti are the only two not affected by #demonetization.
http…"
Fri Nov 18 23:06:32 +0000 2016	SureshM46	RT @sukanyaiyer2: #DeMonetization Look @ Global perspective, but the Indian politicians who is against this move, don't they understand wha…
Fri Nov 18 23:06:32 +0000 2016	TRRaju1	Positive outcome of #demonetization on a temporal scale must be spelt out with stats. This will shut naysayers. @PMOIndia @arunjaitley
Fri Nov 18 23:06:30 +0000 2016	SureshM46	RT @sukanyaiyer2: #DeMonetization This is how the Financial experts feel 👇👇 n this is what they wd like to convey to So called proxy politi…
Fri Nov 18 23:06:25 +0000 2016	chessvasu	"RT @_Hinduism_: How they change their stance.

After effects of #demonetization https://t.co/kAmiyZuXCJ"
Fri Nov 18 23:06:24 +0000 2016	SureshM46	RT @sukanyaiyer2: ##DeMonetization some of our Pseudo secular media hiding the benefits of DeMonetization for every Indian https://t.co/P7y…
Fri Nov 18 23:06:15 +0000 2016	SureshM46	RT @sukanyaiyer2: #DeMonetization Anna Hazare crusader of corruption &amp; he has applauded PMModis move towards cashless Economy,Backs PMs Ant…
Fri Nov 18 23:06:13 +0000 2016	SureshM46	RT @sukanyaiyer2: #DeMonetization venkaiah Naidu gives a fitting reply to cong, AAP&amp;other parties,clearly stated abt Panama Leak,Mauritius…
Fri Nov 18 23:06:11 +0000 2016	Rajivph2014	@ArvindKejriwal rememember nd look around..mst of common ppl r supporting #demonetization..give up ur cheap politics.
Fri Nov 18 23:06:07 +0000 2016	SureshM46	RT @sukanyaiyer2: #DeMonetization Anna Hazare the lone campaigner for this champion cause of corruption 👇👇 https://t.co/5d5a6SLqad
Fri Nov 18 23:06:05 +0000 2016	SureshM46	RT @sukanyaiyer2: #DeMonetization The International Media acknowledges 👇👇,so what's the problem with cong, AAP n other pseudo secular liber…
Fri Nov 18 23:05:36 +0000 2016	twitiyapaa	"RT @RenukaJain6: Most important positive of #demonetization   
@ArvindKejriwal CM of Delhi in Delhi for may be longest period since electio…"
Fri Nov 18 23:05:30 +0000 2016	shivakumaraKG	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 23:05:25 +0000 2016	tarang108	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 23:05:00 +0000 2016	aplaxman	RT @1ndiaFirst: Hunt for black money begins with notices⬇️ #demonetization #सारे_चोर_मचाये_शोर #BlackmoneyDebate @ExSecular https://t.co/Yw…
Fri Nov 18 23:04:42 +0000 2016	shivakumaraKG	"RT @omni_pundit: SC is worried about note ban. What about queues at courts?
Supreme Court - 61,436
#Demonetization #IMwithModi #BlackMoney…"
Fri Nov 18 23:04:36 +0000 2016	shubham15070717	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 23:04:24 +0000 2016	saurabhfeb2010	RT @porinju: All good Citizens should support #DeMonetization and related initiatives by the Establishment to curtail India's social &amp; econ…
Fri Nov 18 23:04:16 +0000 2016	contact_ajain	@MamataOfficial &amp; @ArvindKejriwal 2 @narendramodi : take back #Demonetization nhi to hmlog sadak pe a jayenge. Is this a threat or truth?
Fri Nov 18 23:04:16 +0000 2016	deBitterTruth	Pahlwan @SanjayAzadSln, tum aur #Aloo @ArvindKejriwal doctor-doctor bhi khelte ho kya?Nhi koi bol rahaTha so soche puchh len #demonetization
Fri Nov 18 23:04:12 +0000 2016	chessvasu	RT @kanimozhi: Thanks to #demonetization 75% reduction in crime rate in India. Black money seems to be the sole reason 4 all problems in In…
Fri Nov 18 23:04:10 +0000 2016	1Patelzuber	RT @Drshadabsk: 🤔 #demonetization #RahulGandhi #IndiraGandhi https://t.co/5NzrpaVF8a
Fri Nov 18 23:03:51 +0000 2016	AshwinReddy91	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 23:03:48 +0000 2016	jainmvivek	RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Darjeeling small businessman has a message to opposition parties- Help the Govt ins…
Fri Nov 18 23:03:40 +0000 2016	upma62	"RT @harshkkapoor: मिले सुर मेरा तुम्हारा
तो सुर मिले हमारा
#DeMonetization
Friends let's defeat corrupt Hoarders of Blackmoney
https://t.co…"
Fri Nov 18 23:03:29 +0000 2016	Aryanghai01	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 23:03:14 +0000 2016	falakshabir02	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 23:03:07 +0000 2016	NChanduka	RT @MohnishPabrai: Interview with @ETNOWlive on @realDonaldTrump,, #Demonetization and Value Investing. Enjoy! https://t.co/OhwQUdzAKc …
Fri Nov 18 23:02:47 +0000 2016	MithilaBikash	RT @Frustitute: Support march for #demonetization ..people say they are ready to face inconvenience for 100 days too https://t.co/f0U4QjHFB7
Fri Nov 18 23:02:43 +0000 2016	Sujeet_S	Nice one @IndiaToday #blackMoneycleanup #demonetization  Mix - So Sorry: Kale Dhan Ki Kher Nahi: https://t.co/7n18LpllQ2
Fri Nov 18 23:02:22 +0000 2016	qcAIIMSBhopal	This is a required surgery which is being done in the country, for a better India: MVenkaiahNaidu on #DeMonetization #CashChaos #RE
Fri Nov 18 23:02:21 +0000 2016	sarnakc	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 23:02:04 +0000 2016	manishmaurya	RT @kanimozhi: Sir @kngovindacharya we can understand your pain and agony as your wealth is wiped out because of #demonetization RIP! https…
Fri Nov 18 23:01:57 +0000 2016	PokyNose	@ndtv if we could stop associating serendipitous and unfortunate deaths to the #demonetization, it'd help the atmosphere in the nation!
Fri Nov 18 23:01:55 +0000 2016	satishgajendran	"RT @matthuesp: UP man deposits ₹1.55 lakh cash in small notes for others. #demonetization 
https://t.co/wkLoY81EJv
-via @inshorts"
Fri Nov 18 23:01:47 +0000 2016	Shahab1956	"RT @ShirishKunder: 500 Crore wedding of Janardhan Reddy &amp; 11 Million views of #Kriti are the only two not affected by #demonetization.
http…"
